iter	RMSE
0	0.0002051077527
1	0.0002051066476
2	0.0002050864385
3	0.000205081864
4	0.0002050564911
5	0.0002050554966
6	0.000205032251
7	0.0002050090173
8	0.0002050001078
9	0.0002049796486
10	0.0002049541638
11	0.0002049442136
12	0.0002049126457
13	0.000204898976
14	0.0002048829049
15	0.0002048568692
16	0.0002048347353
17	0.0002048172357
18	0.0002048109694
19	0.000204784729
20	0.0002047830595
21	0.0002047622237
22	0.0002047602042
23	0.0002047581652
24	0.0002047405921
25	0.000204718095
26	0.0002046907272
27	0.0002046840032
28	0.0002046630311
29	0.0002046349636
30	0.0002046197666
31	0.0002045892982
32	0.0002045757214
33	0.0002045712054
34	0.000204537166
35	0.0002045342865
36	0.0002045034405
37	0.0002044898433
38	0.0002044608757
39	0.0002044516997
40	0.0002044293612
41	0.0002044126179
42	0.000204390283
43	0.0002043898357
44	0.0002043643532
45	0.0002043464517
46	0.0002043377338
47	0.0002043366176
48	0.0002043234099
49	0.0002043140905
50	0.0002042868952
51	0.0002042773553
52	0.0002042675698
53	0.000204247548
54	0.000204233802
55	0.0002042261264
56	0.000204208708
57	0.0002042018189
58	0.0002041943225
59	0.0002041861282
60	0.0002041802148
61	0.0002041786517
62	0.0002041625752
63	0.0002041568858
64	0.0002041536082
65	0.0002041534061
66	0.0002041373993
67	0.0002041331895
68	0.0002041103357
69	0.0002040957296
70	0.0002040800359
71	0.0002040711288
72	0.0002040463326
73	0.0002040351035
74	0.0002040121711
75	0.0002040049834
76	0.0002039915455
77	0.0002039879359
78	0.0002039692265
79	0.0002039576978
80	0.0002039465003
81	0.0002039431337
82	0.0002039349707
83	0.0002039307605
84	0.0002039239759
85	0.0002038987178
86	0.0002038941665
87	0.0002038872442
88	0.0002038703778
89	0.0002038541592
90	0.0002038400297
91	0.0002038317346
92	0.0002038286532
93	0.0002038157193
94	0.000203811813
95	0.0002037877447
96	0.0002037857785
97	0.0002037784356
98	0.0002037713866
99	0.0002037674538
100	0.0002037661853
101	0.0002037433672
102	0.0002037275431
103	0.0002037092998
104	0.0002037038658
105	0.0002036947318
106	0.0002036765885
107	0.0002036702188
108	0.0002036560186
109	0.0002036492821
110	0.0002036348839
111	0.0002036033458
112	0.0002035840715
113	0.0002035722215
114	0.000203559972
115	0.0002035591679
116	0.0002035534261
117	0.0002035526914
118	0.0002035482717
119	0.0002035403302
120	0.0002035347124
121	0.0002035336479
122	0.0002035327948
123	0.0002035169108
124	0.0002035149565
125	0.0002035071485
126	0.0002035029009
127	0.0002034845828
128	0.0002034811263
129	0.0002034774119
130	0.0002034757889
131	0.0002034727771
132	0.0002034484812
133	0.0002034427073
134	0.0002034410685
135	0.0002034250514
136	0.0002034091459
137	0.0002034076062
138	0.0002033918213
139	0.0002033795575
140	0.0002033792404
141	0.0002033743556
142	0.0002033722545
143	0.0002033667316
144	0.0002033597317
145	0.0002033408488
146	0.0002033310397
147	0.0002033256311
148	0.0002033180094
149	0.0002033124248
150	0.0002033079558
151	0.0002032938117
152	0.0002032763352
153	0.0002032616225
154	0.0002032468607
155	0.0002032275025
156	0.0002032252767
157	0.0002032240153
158	0.0002032189412
159	0.0002032164612
160	0.000203205326
161	0.0002032041128
162	0.0002032015802
163	0.0002031978612
164	0.0002031872578
165	0.0002031798526
166	0.0002031759033
167	0.0002031714137
168	0.0002031697949
169	0.0002031597807
170	0.0002031529809
171	0.0002031476287
172	0.0002031458305
173	0.0002031424541
174	0.0002031374749
175	0.0002031342813
176	0.0002031300286
177	0.0002031153944
178	0.0002031058288
179	0.0002030859471
180	0.0002030708773
181	0.0002030692856
182	0.0002030640601
183	0.0002030586023
184	0.0002030549727
185	0.0002030278154
186	0.0002030239088
187	0.0002030209404
188	0.0002030200672
189	0.0002030037277
190	0.0002030000292
191	0.0002029999875
192	0.0002029961487
193	0.0002029799065
194	0.0002029727567
195	0.0002029659727
196	0.0002029613192
197	0.0002029579336
198	0.0002029536004
199	0.000202949703
200	0.000202947039
201	0.0002029300953
202	0.0002029226904
203	0.0002029169967
204	0.0002029101084
205	0.0002029061694
206	0.0002028879921
207	0.0002028810351
208	0.0002028791483
209	0.0002028772165
210	0.0002028758767
211	0.0002028745911
212	0.0002028522009
213	0.0002028520959
214	0.0002028290724
215	0.0002028161041
216	0.0002028160717
217	0.0002028148411
218	0.0002028089394
219	0.0002028033898
220	0.0002028001036
221	0.0002027966946
222	0.0002027890957
223	0.0002027772346
224	0.000202773601
225	0.0002027691632
226	0.0002027623389
227	0.0002027613168
228	0.0002027518217
229	0.000202748358
230	0.0002027427889
231	0.000202731688
232	0.0002027311475
233	0.0002027259084
234	0.0002027096305
235	0.0002027089199
236	0.0002027086706
237	0.0002027078789
238	0.0002027040823
239	0.0002027033136
240	0.00020270307
241	0.0002026981859
242	0.000202690038
243	0.0002026800831
244	0.0002026788679
245	0.0002026740873
246	0.0002026701172
247	0.0002026658119
248	0.0002026645148
249	0.0002026555344
250	0.0002026432829
251	0.0002026432555
252	0.0002026416401
253	0.0002026415626
254	0.0002026414613
255	0.0002026383746
256	0.0002026371406
257	0.000202633912
258	0.0002026315168
259	0.0002026289952
260	0.0002026257617
261	0.0002026196615
262	0.0002026078569
263	0.0002025992789
264	0.0002025936835
265	0.0002025850675
266	0.0002025737946
267	0.0002025694924
268	0.0002025652845
269	0.0002025546672
270	0.0002025513349
271	0.0002025274529
272	0.0002025152898
273	0.0002025127827
274	0.0002025046621
275	0.0002025043635
276	0.0002025024328
277	0.000202498246
278	0.0002024886196
279	0.0002024851404
280	0.000202480564
281	0.0002024767881
282	0.0002024715162
283	0.000202470931
284	0.0002024692719
285	0.0002024630619
286	0.0002024550977
287	0.0002024527477
288	0.0002024495103
289	0.0002024460284
290	0.0002024421536
291	0.0002024414525
