iter	RMSE
0	0.001222756445
1	0.00122241755
2	0.001222000321
3	0.00122155645
4	0.001221092749
5	0.001220642935
6	0.001220201399
7	0.001219858313
8	0.001219382138
9	0.001218967611
10	0.001218543607
11	0.001218203324
12	0.001217845889
13	0.001217528034
14	0.001217191153
15	0.001216717792
16	0.001216241367
17	0.001215889183
18	0.001215427158
19	0.001214986389
20	0.001214681695
21	0.001214051826
22	0.001213710204
23	0.001213348238
24	0.001212954404
25	0.0012123933
26	0.001212092367
27	0.001211776066
28	0.001211339932
29	0.001211135896
30	0.0012108693
31	0.001210482439
32	0.001210210305
33	0.001209873076
34	0.001209602623
35	0.00120937217
36	0.00120904926
37	0.00120871371
38	0.001208329834
39	0.001207991269
40	0.001207679186
41	0.001207320358
42	0.001206971157
43	0.001206515426
44	0.001206190032
45	0.00120589465
46	0.001205611039
47	0.001205147616
48	0.001205032488
49	0.001204658016
50	0.001204326659
51	0.001203966707
52	0.001203640615
53	0.001203253159
54	0.001202968836
55	0.001202578787
56	0.00120218982
57	0.001201917185
58	0.001201534873
59	0.001201147364
60	0.001200736458
61	0.001200527993
62	0.001200252267
63	0.001199809275
64	0.001199414437
65	0.001198993279
66	0.001198701408
67	0.001198217892
68	0.001197963468
69	0.0011975259
70	0.001197440549
71	0.001197202079
72	0.001197030942
73	0.001196646933
74	0.0011961826
75	0.001195874675
76	0.001195526617
77	0.001195156816
78	0.001194830166
79	0.001194538296
80	0.001194298396
81	0.001193969664
82	0.001193650566
83	0.001193354541
84	0.001193162156
85	0.0011927023
86	0.001192521569
87	0.001192403224
88	0.001192184711
89	0.001191851769
90	0.001191524335
91	0.001191329658
92	0.001190996375
93	0.001190859552
94	0.001190562779
95	0.001190238827
96	0.001189876466
97	0.00118951561
98	0.001189314099
99	0.001188950443
100	0.001188691445
101	0.001188392404
102	0.001188182885
103	0.001187954814
104	0.001187599313
105	0.001187350953
106	0.001187036226
107	0.001186638165
108	0.001186211209
109	0.001185895132
110	0.001185606423
111	0.001185291346
112	0.001185088189
113	0.001184994538
114	0.001184782581
115	0.001184459881
116	0.001184331492
117	0.001184137082
118	0.001183840164
119	0.001183707865
120	0.001183560717
121	0.001183262944
122	0.001183022087
123	0.001182613409
124	0.001182312325
125	0.001182058001
126	0.001181753049
127	0.001181418605
128	0.001181157006
129	0.001180759197
130	0.001180491195
131	0.001180010647
132	0.001179865284
133	0.001179459047
134	0.00117912487
135	0.001178912349
136	0.001178632645
137	0.001178356647
138	0.001178019555
139	0.001177745747
140	0.001177439586
141	0.001177226345
142	0.001176871415
143	0.001176598138
144	0.001176328598
145	0.001176008089
146	0.001175828296
147	0.001175524375
148	0.001175334945
149	0.001175129113
150	0.001174695393
151	0.001174350764
152	0.001174270616
153	0.00117406684
154	0.001173824083
155	0.001173414973
156	0.001173075654
