iter	RMSE
0	0.0001636944046
1	0.0001636760737
2	0.0001636649821
3	0.0001636568306
4	0.0001636454897
5	0.0001636356375
6	0.0001636189607
7	0.0001636095572
8	0.000163599409
9	0.0001635846965
10	0.0001635788356
11	0.0001635724011
12	0.0001635642622
13	0.0001635532697
14	0.0001635447889
15	0.000163538056
16	0.0001635294528
17	0.0001635218053
18	0.000163514604
19	0.0001634998506
20	0.000163496821
21	0.0001634868144
22	0.0001634809792
23	0.0001634770332
24	0.0001634668021
25	0.0001634603558
26	0.0001634507925
27	0.0001634368217
28	0.000163430434
29	0.0001634236512
30	0.0001634222439
31	0.0001634164999
32	0.0001634112243
33	0.0001634035331
34	0.0001634000816
35	0.0001633925994
36	0.0001633871333
37	0.0001633804677
38	0.0001633765585
39	0.000163371245
40	0.0001633621293
41	0.0001633553292
42	0.0001633498085
43	0.0001633439455
44	0.0001633356945
45	0.0001633262304
46	0.0001633208677
47	0.0001633130219
48	0.0001633047265
49	0.0001632995867
50	0.0001632946983
