iter	RMSE
0	0.0001636599354
1	0.0001636515396
2	0.0001636439499
3	0.000163637098
4	0.0001636333804
5	0.0001636294986
6	0.0001636241
7	0.0001636184475
8	0.0001636137147
9	0.000163608117
10	0.0001636024665
11	0.0001635979921
12	0.0001635930092
13	0.0001635867422
14	0.000163581906
15	0.0001635797213
16	0.0001635733693
17	0.0001635675475
18	0.0001635631526
19	0.0001635592825
20	0.000163556614
21	0.0001635507358
22	0.0001635477102
23	0.0001635453037
24	0.0001635384204
25	0.0001635345504
26	0.0001635279258
27	0.0001635225706
28	0.0001635190223
29	0.000163515073
30	0.0001635107152
31	0.0001635067142
32	0.0001635031668
33	0.0001635012073
34	0.0001634987123
35	0.0001634952005
36	0.0001634900224
37	0.0001634861291
38	0.0001634791713
39	0.0001634777897
40	0.0001634737924
41	0.0001634707977
42	0.0001634674585
43	0.0001634647187
44	0.0001634589779
45	0.0001634557135
46	0.0001634524702
47	0.0001634478832
48	0.0001634432855
49	0.0001634386589
50	0.0001634361694
51	0.0001634308043
52	0.0001634267889
53	0.0001634227022
54	0.0001634187228
55	0.0001634168418
56	0.0001634158755
57	0.0001634138768
58	0.0001634096706
59	0.0001634059011
60	0.0001634018665
61	0.0001633984824
62	0.0001633950944
63	0.0001633916064
64	0.0001633877841
65	0.000163383675
66	0.0001633800308
67	0.0001633788376
68	0.0001633743231
69	0.0001633719257
70	0.0001633679971
71	0.0001633662172
72	0.000163363671
73	0.0001633622491
74	0.000163358491
75	0.0001633568746
76	0.0001633546516
77	0.000163352235
78	0.0001633505674
79	0.0001633476048
80	0.0001633457513
81	0.0001633434646
82	0.0001633402888
83	0.0001633384649
84	0.0001633377077
85	0.0001633355869
86	0.0001633327684
87	0.0001633306789
88	0.0001633291814
89	0.0001633281572
90	0.0001633280672
91	0.0001633217004
92	0.0001633200603
93	0.0001633142406
94	0.0001633128343
95	0.0001633086542
96	0.0001633061907
97	0.0001633054514
98	0.0001632995635
99	0.0001632967166
100	0.0001632909818
101	0.0001632888308
102	0.0001632868647
103	0.0001632865394
104	0.0001632836442
105	0.0001632822202
106	0.0001632785673
107	0.0001632765634
108	0.0001632752149
109	0.00016327236
110	0.0001632701228
111	0.0001632678667
112	0.0001632640305
113	0.0001632607953
114	0.0001632600336
115	0.0001632574034
116	0.0001632555531
117	0.0001632535442
118	0.0001632520751
119	0.0001632511262
120	0.0001632494625
121	0.000163247121
122	0.0001632464295
123	0.0001632452273
124	0.000163242986
125	0.0001632404441
126	0.0001632382107
127	0.0001632356246
128	0.0001632351264
129	0.0001632343018
130	0.000163232136
131	0.0001632289427
132	0.0001632264204
133	0.0001632244793
134	0.000163222924
135	0.000163221876
136	0.000163217519
137	0.0001632162349
138	0.0001632150004
139	0.000163212942
140	0.0001632119816
141	0.0001632097469
142	0.000163207359
143	0.0001632068197
144	0.0001632055014
145	0.0001632042265
146	0.000163202915
147	0.0001632002219
148	0.000163198969
149	0.0001631986367
150	0.0001631947197
151	0.0001631944544
152	0.0001631929376
153	0.0001631921656
154	0.0001631904613
155	0.000163189401
156	0.0001631885281
157	0.0001631872174
158	0.0001631861664
159	0.0001631831845
160	0.0001631826726
161	0.0001631795739
162	0.0001631780163
163	0.0001631729015
164	0.0001631716809
165	0.0001631700744
166	0.0001631685115
167	0.0001631655385
168	0.0001631631518
169	0.0001631616752
170	0.0001631613523
171	0.0001631613267
172	0.0001631593751
173	0.0001631576267
174	0.0001631564537
175	0.0001631559241
176	0.0001631551739
177	0.0001631536209
178	0.0001631528448
179	0.0001631523277
180	0.0001631517287
181	0.0001631499658
182	0.0001631485668
183	0.0001631451083
184	0.0001631443447
185	0.0001631417732
186	0.0001631403055
187	0.000163137494
188	0.0001631364399
189	0.0001631347947
190	0.0001631329861
191	0.0001631320214
192	0.0001631312436
193	0.0001631301481
194	0.0001631295279
