iter	RMSE
0	0.00121089939
1	0.001210292209
2	0.001209824827
3	0.001209295131
4	0.001208790133
5	0.001208264767
6	0.001207690214
7	0.001207174142
8	0.001206764744
9	0.001206274209
10	0.001205728083
11	0.001205267321
12	0.00120474055
13	0.0012041234
14	0.001203701206
15	0.001203213358
16	0.001202781914
17	0.00120226251
18	0.001201812572
19	0.001201300048
20	0.001200873401
21	0.001200423969
22	0.001199849423
23	0.001199426225
24	0.001198889034
25	0.001198472264
26	0.001197942284
27	0.001197463835
28	0.001196962537
29	0.001196525517
30	0.001196017456
31	0.001195543252
32	0.001195153226
33	0.001194796003
34	0.001194290594
35	0.001193968877
36	0.001193578713
37	0.001193265301
38	0.001192914028
39	0.001192497885
40	0.001192062889
41	0.001191669426
42	0.001191258656
43	0.001190768141
44	0.001190303185
45	0.00118993668
46	0.0011894378
47	0.00118911077
48	0.00118871354
49	0.001188387563
50	0.001187904084
51	0.001187396352
52	0.001186962829
53	0.001186692872
54	0.001186321204
55	0.001185991455
56	0.00118554042
57	0.001185106192
58	0.001184827685
59	0.001184509703
60	0.001184123692
61	0.001183593491
62	0.001183164291
63	0.001182742376
64	0.001182459707
65	0.001182190117
66	0.001181885171
67	0.001181554984
68	0.001181227719
69	0.001180940164
70	0.001180657985
71	0.001180288087
72	0.001179951124
73	0.001179475053
74	0.001179122969
75	0.001178805375
76	0.001178547764
77	0.001178280329
78	0.001177945065
79	0.001177529122
80	0.001177198175
81	0.001176889695
82	0.001176746246
83	0.001176433483
84	0.001176123348
85	0.001175944342
86	0.001175649983
87	0.001175372315
88	0.001175086075
89	0.001174771031
90	0.001174510915
91	0.001174340681
92	0.001174072356
93	0.001173803169
94	0.001173648197
95	0.001173455036
96	0.001173154235
97	0.001172893397
98	0.001172659366
99	0.0011723034
100	0.001171977931
101	0.001171730836
102	0.001171462155
103	0.001171182196
104	0.00117091305
105	0.001170609911
106	0.001170369495
107	0.001170059604
108	0.001170008974
109	0.001169886659
110	0.001169647313
111	0.001169528314
112	0.001169161757
113	0.001168839451
114	0.001168702886
115	0.001168448396
116	0.001168188948
117	0.001167973478
118	0.001167739433
119	0.001167502769
120	0.001167151278
121	0.001166921832
122	0.001166690667
123	0.001166497802
124	0.001166249843
125	0.001166102337
126	0.001165731991
127	0.00116544617
128	0.001165125625
129	0.001164921199
130	0.001164683845
131	0.001164407596
132	0.001164082218
133	0.001163830243
134	0.001163652704
135	0.001163500436
136	0.001163263711
137	0.001163051447
138	0.001162804009
139	0.001162609271
140	0.001162432325
141	0.001162221581
142	0.001162002339
143	0.001161794862
144	0.001161602152
145	0.001161462538
146	0.001161263972
147	0.001161026731
148	0.001160818109
149	0.001160621445
150	0.001160463146
151	0.001160283144
152	0.001159894343
153	0.00115968527
154	0.00115942118
155	0.001159184562
156	0.001158987191
157	0.001158856873
158	0.00115856558
159	0.001158451347
160	0.001158236076
161	0.001158035751
162	0.001157855511
163	0.001157679291
164	0.001157434022
165	0.001157204344
166	0.001156996871
167	0.001156794579
168	0.001156632808
169	0.00115637727
170	0.001156299242
171	0.001155880146
172	0.001155675196
173	0.001155326066
174	0.001155136586
175	0.001154885159
176	0.001154672527
177	0.0011544528
178	0.001154238512
179	0.001154019401
180	0.001153820748
181	0.001153575288
182	0.001153445293
183	0.001153333787
